23/07/24 00:54:39,?,144103684.000,?,?
23/07/24 00:54:40,3760.436,144129812.000,79.009,66.008
23/07/24 00:54:41,2490.453,144137972.000,79.445,68.733
23/07/24 00:54:42,6343.069,143836412.000,89.979,64.143
23/07/24 00:54:43,2724.547,143815792.000,75.788,65.236
23/07/24 00:54:44,2094.580,143814228.000,75.675,66.216
23/07/24 00:54:45,3918.913,143815968.000,78.994,75.916
23/07/24 00:54:46,1599.062,143806952.000,75.410,66.325
23/07/24 00:54:47,2846.389,143811680.000,76.719,64.489
23/07/24 00:54:48,1279.348,143810020.000,70.964,61.968
23/07/24 00:54:49,3661.736,143805456.000,70.033,72.034
23/07/24 00:54:50,4020.088,143828440.000,75.002,78.002
23/07/24 00:54:51,2159.512,143820672.000,69.984,70.984
23/07/24 00:54:52,2380.540,143810020.000,72.016,62.014
23/07/24 00:54:53,1499.660,143808012.000,85.980,61.986
23/07/24 00:54:54,2040.029,144213332.000,88.001,67.001
23/07/24 00:54:55,2239.248,144232088.000,72.975,59.980
23/07/24 00:54:56,1849.850,144242252.000,69.994,59.995
23/07/24 00:54:57,3751.208,143898952.000,74.024,68.022
23/07/24 00:54:58,2727.949,143881416.000,72.945,70.947
23/07/24 00:54:59,2730.278,143877332.000,72.007,61.006
23/07/24 00:55:00,4782.305,143886072.000,80.039,66.032
23/07/24 00:55:01,2367.339,143884792.000,77.281,64.564
23/07/24 00:55:02,2875.504,143883404.000,73.678,65.492
23/07/24 00:55:03,2037.974,143849028.000,75.388,70.418
23/07/24 00:55:04,1752.126,143852948.000,74.371,74.371
23/07/24 00:55:05,760.024,143855816.000,70.002,59.002
23/07/24 00:55:06,2130.812,143853616.000,73.028,61.023
23/07/24 00:55:07,1989.405,143852252.000,75.977,62.981
23/07/24 00:55:08,3070.746,144180836.000,79.019,66.016
23/07/24 00:55:09,3229.961,144187612.000,76.999,65.999
23/07/24 00:55:10,4569.680,144208828.000,76.995,71.995
23/07/24 00:55:11,2689.677,143927420.000,76.991,68.992
23/07/24 00:55:12,2730.046,143914736.000,74.001,66.001
23/07/24 00:55:13,2730.199,143926464.000,74.005,68.005
23/07/24 00:55:14,2619.709,143940368.000,74.992,72.992
23/07/24 00:55:15,2029.541,143934880.000,71.984,72.984
23/07/24 00:55:16,1450.289,143907784.000,72.014,61.012
23/07/24 00:55:17,879.803,143906784.000,71.984,59.987
23/07/24 00:55:18,1190.255,143911736.000,69.015,23/07/223/07/24 00:55:19,1229.8123/07/24 00:55:20,74.578,63.792323/07/24 00:55:21,101.569,107.149
23/07/24 00:55:22,116.895,115.888
23/07/24 00:55:23,120.168,118.198
23/07/24 00:55:24,131.264,133.527
23/07/24 00:55:25,135.838,136.837
23/07/24 00:55:26,124.921,123.398
23/07/24 00:55:27,88.470,80.692
23/07/24 00:55:28,121.464,115.288
23/07/24 00:55:29,123.009,124.009
23/07/24 00:55:30,147.992,135.993
23/07/24 00:55:31,168.012,161.012
23/07/24 00:55:32,174.591,171.713
23/07/24 00:55:33,172.459,168.304
23/07/24 00:55:34,172.027,168.026
23/07/24 00:55:35,171.902,168.938
23/07/24 00:55:36,168.691,165.715
23/07/24 00:55:37,173.659,170.648
23/07/24 00:55:38,170.283,167.330
23/07/24 00:55:39,168.387,165.325
23/07/24 00:55:40,175.947,170.862
23/07/24 00:55:41,173.839,171.165
23/07/24 00:55:42,174.078,171.817
23/07/24 00:55:43,175.123,172.103
23/07/24 00:55:44,174.836,170.840
23/07/24 00:55:45,?,?
23/07/24 00:55:46,?,?
23/07/24 00:55:47,?,?
23/07/24 00:55:48,?,?
23/07/24 00:55:49,?,?
23/07/24 00:55:50,?,?
23/07/24 00:55:51,?,?
23/07/24 00:55:52,?,?
23/07/24 00:55:53,?,?
23/07/24 00:55:54,?,?
23/07/24 00:55:55,?,?
23/07/24 00:55:56,?,?
23/07/24 00:55:57,?,?
23/07/24 00:55:58,?,?
23/07/24 00:55:59,?,?
23/07/24 00:56:00,?,?
23/07/24 00:56:01,?,?
23/07/24 00:56:02,?,?
23/07/24 00:56:03,?,?
23/07/24 00:56:04,?,?
23/07/24 00:56:05,?,?
23/07/24 00:56:06,?,?
23/07/24 00:56:07,?,?
23/07/24 00:56:08,?,?
23/07/24 00:56:09,?,?
23/07/24 00:56:10,?,?
23/07/24 00:56:11,?,?
23/07/24 00:56:12,?,?
23/07/24 00:56:13,?,?
23/07/24 00:56:14,?,?
23/07/24 00:56:15,?,?
23/07/24 00:56:16,?,?
23/07/24 00:56:17,?,?
23/07/24 00:56:18,?,?
23/07/24 00:56:19,?,?
23/07/24 00:56:20,?,?
23/07/24 00:56:21,?,?
23/07/24 00:56:22,?,?
23/07/24 00:56:23,?,?
23/07/24 00:56:24,?,?
23/07/24 00:56:25,?,?
23/07/24 00:56:26,?,?
23/07/24 00:56:27,?,?
23/07/24 00:56:28,?,?
23/07/24 00:56:29,?,?
23/07/24 00:56:30,?,?
23/07/24 00:56:31,?,?
23/07/24 00:56:32,?,?
23/07/24 00:56:33,?,?
23/07/24 00:56:34,?,?
23/07/24 00:56:35,?,?
23/07/24 00:56:36,?,?
23/07/24 00:56:37,?,?
23/07/24 00:56:38,?,?
23/07/24 00:56:39,?,?
23/07/24 00:56:40,?,?
23/07/24 00:56:41,?,?
23/07/24 00:56:42,?,?
23/07/24 00:56:43,?,?
23/07/24 00:56:44,?,?
23/07/24 00:56:45,?,?
23/07/24 00:56:46,?,?
23/07/24 00:56:47,?,?
23/07/24 00:56:48,?,?
23/07/24 00:56:49,?,?
23/07/24 00:56:50,?,?
23/07/24 00:56:51,?,?
23/07/24 00:56:52,?,?
23/07/24 00:56:53,?,?
23/07/24 00:56:54,?,?
23/07/24 00:56:55,?,?
23/07/24 00:56:56,?,?
23/07/24 00:56:57,?,?
23/07/24 00:56:58,?,?
23/07/24 00:56:59,?,?
23/07/24 00:57:00,?,?
23/07/24 00:57:01,?,?
23/07/24 00:57:02,?,?
23/07/24 00:57:03,?,?
23/07/24 00:57:04,?,?
23/07/24 00:57:05,?,?
23/07/24 00:57:06,?,?
23/07/24 00:57:07,?,?
23/07/24 00:57:08,?,?
23/07/24 00:57:09,?,?
23/07/24 00:57:10,?,?
23/07/24 00:57:11,?,?
23/07/24 00:57:12,?,?
23/07/24 00:57:13,?,?
23/07/24 00:57:14,?,?
23/07/24 00:57:15,?,?
23/07/24 00:57:16,?,?
23/07/24 00:57:17,?,?
23/07/24 00:57:18,?,?
23/07/24 00:57:19,?,?
23/07/24 00:57:20,?,?
23/07/24 00:57:21,?,?
23/07/24 00:57:22,?,?
23/07/24 00:57:23,?,?
23/07/24 00:57:24,?,?
23/07/24 00:57:25,?,?
23/07/24 00:57:26,?,?
23/07/24 00:57:27,?,?
23/07/24 00:57:28,?,?
23/07/24 00:57:29,?,?
23/07/24 00:57:30,?,?
23/07/24 00:57:31,?,?
23/07/24 00:57:32,?,?
23/07/24 00:57:33,?,?
23/07/24 00:57:34,?,?
23/07/24 00:57:35,?,?
23/07/24 00:57:36,?,?
23/07/24 00:57:37,?,?
23/07/24 00:57:38,?,?
23/07/24 00:57:39,?,?
23/07/24 00:57:40,?,?
23/07/24 00:57:41,?,?
23/07/24 00:57:42,?,?
23/07/24 00:57:43,?,?
23/07/24 00:57:44,?,?
23/07/24 00:57:45,?,?
23/07/24 00:57:46,?,?
23/07/24 00:57:47,?,?
23/07/24 00:57:48,?,?
23/07/24 00:57:49,?,?
23/07/24 00:57:50,?,?
23/07/24 00:57:51,?,?
23/07/24 00:57:52,?,?
23/07/24 00:57:53,?,?
23/07/24 00:57:54,?,?
23/07/24 00:57:55,?,?
23/07/24 00:57:56,?,?
23/07/24 00:57:57,?,?
23/07/24 00:57:58,?,?
23/07/24 00:57:59,?,?
23/07/24 00:58:00,?,?
23/07/24 00:58:01,?,?
23/07/24 00:58:02,?,?
23/07/24 00:58:03,?,?
23/07/24 00:58:04,?,?
23/07/24 00:58:05,?,?
23/07/24 00:58:06,?,?
23/07/24 00:58:07,?,?
23/07/24 00:58:08,?,?
23/07/24 00:58:09,?,?
23/07/24 00:58:10,?,?
23/07/24 00:58:11,?,?
23/07/24 00:58:12,?,?
23/07/24 00:58:13,?,?
23/07/24 00:58:14,?,?
23/07/24 00:58:15,?,?
23/07/24 00:58:16,?,?
23/07/24 00:58:17,?,?
23/07/24 00:58:18,?,?
23/07/24 00:58:19,?,?
23/07/24 00:58:20,?,?
23/07/24 00:58:21,?,?
23/07/24 00:58:22,?,?
23/07/24 00:58:23,?,?
23/07/24 00:58:24,?,?
23/07/24 00:58:25,?,?
23/07/24 00:58:26,?,?
23/07/24 00:58:27,?,?
23/07/24 00:58:28,?,?
23/07/24 00:58:29,?,?
23/07/24 00:58:30,?,?
23/07/24 00:58:31,?,?
23/07/24 00:58:32,?,?
23/07/24 00:58:33,?,?
23/07/24 00:58:34,?,?
23/07/24 00:58:35,?,?
23/07/24 00:58:36,?,?
23/07/24 00:58:37,?,?
23/07/24 00:58:38,?,?
23/07/24 00:58:39,?,?
23/07/24 00:58:40,?,?
23/07/24 00:58:41,?,?
23/07/24 00:58:42,?,?
23/07/24 00:58:43,?,?
23/07/24 00:58:44,?,?
23/07/24 00:58:45,?,?
23/07/24 00:58:46,?,?
23/07/24 00:58:47,?,?
23/07/24 00:58:48,?,?
23/07/24 00:58:49,?,?
23/07/24 00:58:50,?,?
23/07/24 00:58:51,?,?
23/07/24 00:58:52,?,?
23/07/24 00:58:53,?,?
23/07/24 00:58:54,?,?
23/07/24 00:58:55,?,?
23/07/24 00:58:56,?,?
23/07/24 00:58:57,?,?
23/07/24 00:58:58,?,?
23/07/24 00:58:59,?,?
23/07/24 00:59:00,?,?
23/07/24 00:59:01,?,?
23/07/24 00:59:02,?,?
23/07/24 00:59:03,?,?
23/07/24 00:59:04,?,?
23/07/24 00:59:05,?,?
23/07/24 00:59:06,?,?
23/07/24 00:59:07,?,?
23/07/24 00:59:08,?,?
23/07/24 00:59:09,?,?
23/07/24 00:59:10,?,?
23/07/24 00:59:11,?,?
23/07/24 00:59:12,?,?
23/07/24 00:59:13,?,?
23/07/24 00:59:14,?,?
23/07/24 00:59:15,?,?
23/07/24 00:59:16,?,?
23/07/24 00:59:17,?,?
23/07/24 00:59:18,?,?
23/07/24 00:59:19,?,?
23/07/24 00:59:20,?,?
23/07/24 00:59:21,?,?
23/07/24 00:59:22,?,?
23/07/24 00:59:23,?,?
23/07/24 00:59:24,?,?
23/07/24 00:59:25,?,?
23/07/24 00:59:26,?,?
23/07/24 00:59:27,?,?
23/07/24 00:59:28,?,?
23/07/24 00:59:29,?,?
23/07/24 00:59:30,?,?
23/07/24 00:59:31,?,?
23/07/24 00:59:32,?,?
23/07/24 00:59:33,?,?
23/07/24 00:59:34,?,?
23/07/24 00:59:35,?,?
23/07/24 00:59:36,?,?
23/07/24 00:59:37,?,?
23/07/24 00:59:38,?,?
23/07/24 00:59:39,?,?
,?,?
23/07/24 00:58:59,?,?
23/07/24 00:59:00,?,?
23/07/24 00:59:01,?,?
23/07/24 00:59:02,?,?
23/07/24 00:59:03,?,?
23/07/24 00:59:04,?,?
23/07/24 00:59:05,?,?
23/07/24 00:59:06,?,?
23/07/24 00:59:07,?,?
23/07/24 00:59:08,?,?
23/07/24 00:59:09,?,?
23/07/24 00:59:10,?,?
23/07/24 00:59:11,?,?
23/07/24 00:59:12,?,?
23/07/24 00:59:13,?,?
23/07/24 00:59:14,?,?
23/07/24 00:59:15,?,?
23/07/24 00:59:16,?,?
23/07/24 00:59:17,?,?
23/07/24 00:59:18,?,?
23/07/24 00:59:19,?,?
23/07/24 00:59:20,?,?
23/07/24 00:59:21,?,?
23/07/24 00:59:22,?,?
23/07/24 00:59:23,?,?
23/07/24 00:59:24,?,?
23/07/24 00:59:25,?,?
23/07/24 00:59:26,?,?
23/07/24 00:59:27,?,?
23/07/24 00:59:28,?,?
23/07/24 00:59:29,?,?
23/07/24 00:59:30,?,?
23/07/24 00:59:31,?,?
23/07/24 00:59:32,?,?
23/07/24 00:59:33,?,?
23/07/24 00:59:34,?,?
23/07/24 00:59:35,?,?
23/07/24 00:59:36,?,?
23/07/24 00:59:37,?,?
23/07/24 00:59:38,?,?
23/07/24 00:59:39,?,?
16,?,?
23/07/24 00:59:17,?,?
23/07/24 00:59:18,?,?
23/07/24 00:59:19,?,?
23/07/24 00:59:20,?,?
23/07/24 00:59:21,?,?
23/07/24 00:59:22,?,?
23/07/24 00:59:23,?,?
23/07/24 00:59:24,?,?
23/07/24 00:59:25,?,?
23/07/24 00:59:26,?,?
23/07/24 00:59:27,?,?
23/07/24 00:59:28,?,?
23/07/24 00:59:29,?,?
23/07/24 00:59:30,?,?
23/07/24 00:59:31,?,?
23/07/24 00:59:32,?,?
23/07/24 00:59:33,?,?
23/07/24 00:59:34,?,?
23/07/24 00:59:35,?,?
23/07/24 00:59:36,?,?
23/07/24 00:59:37,?,?
23/07/24 00:59:38,?,?
,?,?,?
